Recording	Participant	Timeline	TOI	Interval	Media	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	9	Encuesta TFG (1)	0													
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	10	Encuesta TFG (1)	2	357,79	240,6	474,98	165,73	9,26	4,97	13,56	18,53	798	328,94	240,6	164,95	4,97
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform)	1		24	96,84	30,71	302,82	87,15	3,44	0,78	10,56	82,57	174	240,9	32,98	32,98	1,09
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?fbzx=6773417257926086972)	1	Encuesta TFG (195)	3	109,54	32,88	214,33	93,94	3,5	1,24	6,7	10,5	225	70,73	81,41	74,96	2,55
Recording29	Participant29	Timeline1-Mode1	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/viewform?usp=send_form)	1		2	276,44	61,12	491,77	304,52	7,21	1,51	12,91	14,42	10	165,51	61,12	54,26	1,51
Recording29	Participant29	Timeline1-Mode1	MochilaClaro	1	MochilaClaro	242	77,19	30,18	662,95	101,26	2,49	0,53	14,66	602,46	188	95,81	196,23	121,99	6,58
Recording29	Participant29	Timeline1-Mode1	PatataClaro	1	PatataClaro	185	102,38	30,09	865,51	138,99	2,96	0,61	17,71	546,69	296	150,12	865,51	342,47	17,71
Recording29	Participant29	Timeline1-Mode1	Text1	1	Text1	53	155,28	33,57	888,66	201,11	4,4	0,67	22,54	233,01	17	304,42	52,04	52,04	1,34
Recording29	Participant29	Timeline1-Mode1	Entire Recording	1	MochilaClaro,PatataClaro,Questionnaire1 Recording29,Text1	1015	99,62	30,03	944,12	129	3,06	0,25	22,54	3107,29	6282	222,3	71,02	71,02	2,22
Recording30	Participant30	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	1	Encuesta TFG (1)	0													
Recording30	Participant30	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	2	Encuesta TFG (1)	23	97,36	30,13	380,32	92,1	1,99	0,58	7,6	45,78	639	96,89	49,12	49,12	1,9
Recording30	Participant30	Timeline2-Mode2	Encuesta TFG (https://docs.google.com/forms/d/e/1FAIpQLScO_bPbdKyF4j0l8ErJKc5x4iDLPosdmhHP9YoPpKEe2PBBhA/formResponse)	3	Encuesta TFG (1)	0													
